Alpha,Gamma,Epsilon,Average Reward
0.3,0.8,0.5,-0.123
0.3,0.8,0.6,-0.154
0.3,0.8,0.7,-0.157
0.3,0.8,0.8,-0.106
0.3,0.8,0.9,-0.149
0.3,0.8,1.0,-0.161
0.3,0.9,0.1,-0.106
0.3,0.9,0.2,-0.125
0.3,0.9,0.3,-0.143
0.3,0.9,0.4,-0.1
0.3,0.9,0.5,-0.15
0.3,0.9,0.6,-0.141
0.3,0.9,0.7,-0.152
0.3,0.9,0.8,-0.139
0.3,0.9,0.9,-0.156
0.3,0.9,1.0,-0.172
0.3,1.0,0.1,-0.064
0.3,1.0,0.2,-0.074
0.3,1.0,0.3,-0.146
0.3,1.0,0.4,-0.114
0.3,1.0,0.5,-0.154
0.3,1.0,0.6,-0.131
0.3,1.0,0.7,-0.143
0.3,1.0,0.8,-0.166
0.3,1.0,0.9,-0.197
0.3,1.0,1.0,-0.188
0.4,0.1,0.1,-0.105
0.4,0.1,0.2,-0.152
0.4,0.1,0.3,-0.104
0.4,0.1,0.4,-0.133
0.4,0.1,0.5,-0.147
0.4,0.1,0.6,-0.135
0.4,0.1,0.7,-0.114
0.4,0.1,0.8,-0.153
0.4,0.1,0.9,-0.165
0.4,0.1,1.0,-0.124
0.4,0.2,0.1,-0.088
0.4,0.2,0.2,-0.139
0.4,0.2,0.3,-0.134
0.4,0.2,0.4,-0.115
0.4,0.2,0.5,-0.097
0.4,0.2,0.6,-0.121
0.4,0.2,0.7,-0.122
0.4,0.2,0.8,-0.1
0.4,0.2,0.9,-0.108
0.4,0.2,1.0,-0.14
0.4,0.3,0.1,-0.094
0.4,0.3,0.2,-0.108
0.4,0.3,0.3,-0.141
0.4,0.3,0.4,-0.148
0.4,0.3,0.5,-0.123
0.4,0.3,0.6,-0.146
0.4,0.3,0.7,-0.066
0.4,0.3,0.8,-0.163
0.4,0.3,0.9,-0.142
0.4,0.3,1.0,-0.163
0.4,0.4,0.1,-0.057
0.4,0.4,0.2,-0.141
0.4,0.4,0.3,-0.162
0.4,0.4,0.4,-0.113
0.4,0.4,0.5,-0.153
0.4,0.4,0.6,-0.134
0.4,0.4,0.7,-0.126
0.4,0.4,0.8,-0.121
0.4,0.4,0.9,-0.136
0.4,0.4,1.0,-0.178
0.4,0.5,0.1,-0.125
0.4,0.5,0.2,-0.112
0.4,0.5,0.3,-0.081
0.4,0.5,0.4,-0.122
0.4,0.5,0.5,-0.138
0.4,0.5,0.6,-0.133
0.4,0.5,0.7,-0.183
0.4,0.5,0.8,-0.185
0.4,0.5,0.9,-0.12
0.4,0.5,1.0,-0.162
0.4,0.6,0.1,-0.121
0.4,0.6,0.2,-0.125
0.4,0.6,0.3,-0.153
0.4,0.6,0.4,-0.14
0.4,0.6,0.5,-0.104
0.4,0.6,0.6,-0.111
0.4,0.6,0.7,-0.169
0.4,0.6,0.8,-0.083
0.4,0.6,0.9,-0.154
0.4,0.6,1.0,-0.16
0.4,0.7,0.1,-0.103
0.4,0.7,0.2,-0.128
0.4,0.7,0.3,-0.142
0.4,0.7,0.4,-0.101
0.4,0.7,0.5,-0.108
0.4,0.7,0.6,-0.157
0.4,0.7,0.7,-0.136
0.4,0.7,0.8,-0.119
0.4,0.7,0.9,-0.134
0.4,0.7,1.0,-0.128
0.4,0.8,0.1,-0.138
0.4,0.8,0.2,-0.062
0.4,0.8,0.3,-0.11
0.4,0.8,0.4,-0.071
0.4,0.8,0.5,-0.109
0.4,0.8,0.6,-0.117
0.4,0.8,0.7,-0.13
0.4,0.8,0.8,-0.15
0.4,0.8,0.9,-0.154
0.4,0.8,1.0,-0.119
0.4,0.9,0.1,-0.111
0.4,0.9,0.2,-0.088
0.4,0.9,0.3,-0.123
0.4,0.9,0.4,-0.132
0.4,0.9,0.5,-0.088
0.4,0.9,0.6,-0.133
0.4,0.9,0.7,-0.114
0.4,0.9,0.8,-0.197
0.4,0.9,0.9,-0.18
0.4,0.9,1.0,-0.152
0.4,1.0,0.1,-0.138
0.4,1.0,0.2,-0.092
0.4,1.0,0.3,-0.143
0.4,1.0,0.4,-0.129
0.4,1.0,0.5,-0.151
0.4,1.0,0.6,-0.142
0.4,1.0,0.7,-0.081
0.4,1.0,0.8,-0.184
0.4,1.0,0.9,-0.12
0.4,1.0,1.0,-0.157
0.5,0.1,0.1,-0.114
0.5,0.1,0.2,-0.068
0.5,0.1,0.3,-0.175
0.5,0.1,0.4,-0.131
0.5,0.1,0.5,-0.053
0.5,0.1,0.6,-0.121
0.5,0.1,0.7,-0.126
0.5,0.1,0.8,-0.12
0.5,0.1,0.9,-0.109
0.5,0.1,1.0,-0.131
0.5,0.2,0.1,-0.141
0.5,0.2,0.2,-0.094
0.5,0.2,0.3,-0.123
0.5,0.2,0.4,-0.111
0.5,0.2,0.5,-0.184
0.5,0.2,0.6,-0.12
0.5,0.2,0.7,-0.125
0.5,0.2,0.8,-0.173
0.5,0.2,0.9,-0.1
0.5,0.2,1.0,-0.146
0.5,0.3,0.1,-0.115
0.5,0.3,0.2,-0.12
0.5,0.3,0.3,-0.089
0.5,0.3,0.4,-0.148
0.5,0.3,0.5,-0.115
0.5,0.3,0.6,-0.123
0.5,0.3,0.7,-0.16
0.5,0.3,0.8,-0.154
0.5,0.3,0.9,-0.09
0.5,0.3,1.0,-0.155
0.5,0.4,0.1,-0.123
0.5,0.4,0.2,-0.122
0.5,0.4,0.3,-0.127
0.5,0.4,0.4,-0.147
0.5,0.4,0.5,-0.131
0.5,0.4,0.6,-0.189
0.5,0.4,0.7,-0.141
0.5,0.4,0.8,-0.155
0.5,0.4,0.9,-0.143
0.5,0.4,1.0,-0.119
0.5,0.5,0.1,-0.116
0.5,0.5,0.2,-0.049
0.5,0.5,0.3,-0.118
0.5,0.5,0.4,-0.167
0.5,0.5,0.5,-0.152
0.5,0.5,0.6,-0.167
0.5,0.5,0.7,-0.149
0.5,0.5,0.8,-0.122
0.5,0.5,0.9,-0.147
0.5,0.5,1.0,-0.202
0.5,0.6,0.1,-0.145
0.5,0.6,0.2,-0.135
0.5,0.6,0.3,-0.128
0.5,0.6,0.4,-0.131
0.5,0.6,0.5,-0.139
0.5,0.6,0.6,-0.114
0.5,0.6,0.7,-0.137
0.5,0.6,0.8,-0.203
0.5,0.6,0.9,-0.105
0.5,0.6,1.0,-0.169
0.5,0.7,0.1,-0.124
0.5,0.7,0.2,-0.163
0.5,0.7,0.3,-0.121
0.5,0.7,0.4,-0.154
0.5,0.7,0.5,-0.154
0.5,0.7,0.6,-0.185
0.5,0.7,0.7,-0.138
0.5,0.7,0.8,-0.216
0.5,0.7,0.9,-0.124
0.5,0.7,1.0,-0.204
0.5,0.8,0.1,-0.141
0.5,0.8,0.2,-0.115
0.5,0.8,0.3,-0.171
0.5,0.8,0.4,-0.18
0.5,0.8,0.5,-0.099
0.5,0.8,0.6,-0.118
0.5,0.8,0.7,-0.154
0.5,0.8,0.8,-0.153
0.5,0.8,0.9,-0.131
0.5,0.8,1.0,-0.114
0.5,0.9,0.1,-0.137
0.5,0.9,0.2,-0.114
0.5,0.9,0.3,-0.104
0.5,0.9,0.4,-0.166
0.5,0.9,0.5,-0.138
0.5,0.9,0.6,-0.104
0.5,0.9,0.7,-0.146
0.5,0.9,0.8,-0.136
0.5,0.9,0.9,-0.123
0.5,0.9,1.0,-0.114
0.5,1.0,0.1,-0.127
0.5,1.0,0.2,-0.131
0.5,1.0,0.3,-0.104
0.5,1.0,0.4,-0.181
0.5,1.0,0.5,-0.113
0.5,1.0,0.6,-0.125
0.5,1.0,0.7,-0.134
0.5,1.0,0.8,-0.168
0.5,1.0,0.9,-0.157
0.5,1.0,1.0,-0.148
0.6,0.1,0.1,-0.143
0.6,0.1,0.2,-0.096
0.6,0.1,0.3,-0.109
0.6,0.1,0.4,-0.133
0.6,0.1,0.5,-0.149
0.6,0.1,0.6,-0.129
0.6,0.1,0.7,-0.183
0.6,0.1,0.8,-0.143
0.6,0.1,0.9,-0.121
0.6,0.1,1.0,-0.122
0.6,0.2,0.1,-0.047
0.6,0.2,0.2,-0.122
0.6,0.2,0.3,-0.175
0.6,0.2,0.4,-0.144
0.6,0.2,0.5,-0.123
0.6,0.2,0.6,-0.11
0.6,0.2,0.7,-0.179
0.6,0.2,0.8,-0.15
0.6,0.2,0.9,-0.194
0.6,0.2,1.0,-0.158
0.6,0.3,0.1,-0.091
0.6,0.3,0.2,-0.13
0.6,0.3,0.3,-0.169
0.6,0.3,0.4,-0.123
0.6,0.3,0.5,-0.134
0.6,0.3,0.6,-0.149
0.6,0.3,0.7,-0.099
0.6,0.3,0.8,-0.118
0.6,0.3,0.9,-0.164
0.6,0.3,1.0,-0.207
0.6,0.4,0.1,-0.104
0.6,0.4,0.2,-0.11
0.6,0.4,0.3,-0.129
0.6,0.4,0.4,-0.108
0.6,0.4,0.5,-0.143
0.6,0.4,0.6,-0.185
0.6,0.4,0.7,-0.106
0.6,0.4,0.8,-0.128
0.6,0.4,0.9,-0.17
0.6,0.4,1.0,-0.168
0.6,0.5,0.1,-0.102
0.6,0.5,0.2,-0.104
0.6,0.5,0.3,-0.156
0.6,0.5,0.4,-0.126
0.6,0.5,0.5,-0.119
0.6,0.5,0.6,-0.099
0.6,0.5,0.7,-0.172
0.6,0.5,0.8,-0.162
0.6,0.5,0.9,-0.209
0.6,0.5,1.0,-0.145
0.6,0.6,0.1,-0.199
0.6,0.6,0.2,-0.146
0.6,0.6,0.3,-0.184
0.6,0.6,0.4,-0.128
0.6,0.6,0.5,-0.189
0.6,0.6,0.6,-0.115
0.6,0.6,0.7,-0.137
0.6,0.6,0.8,-0.134
0.6,0.6,0.9,-0.176
0.6,0.6,1.0,-0.188
0.6,0.7,0.1,-0.152
0.6,0.7,0.2,-0.096
0.6,0.7,0.3,-0.126
0.6,0.7,0.4,-0.078
0.6,0.7,0.5,-0.163
0.6,0.7,0.6,-0.097
0.6,0.7,0.7,-0.082
0.6,0.7,0.8,-0.093
0.6,0.7,0.9,-0.175
0.6,0.7,1.0,-0.109
0.6,0.8,0.1,-0.152
0.6,0.8,0.2,-0.139
0.6,0.8,0.3,-0.141
0.6,0.8,0.4,-0.13
0.6,0.8,0.5,-0.105
0.6,0.8,0.6,-0.108
0.6,0.8,0.7,-0.144
0.6,0.8,0.8,-0.104
0.6,0.8,0.9,-0.084
0.6,0.8,1.0,-0.127
0.6,0.9,0.1,-0.178
0.6,0.9,0.2,-0.125
0.6,0.9,0.3,-0.114
0.6,0.9,0.4,-0.09
0.6,0.9,0.5,-0.14
0.6,0.9,0.6,-0.114
0.6,0.9,0.7,-0.118
0.6,0.9,0.8,-0.092
0.6,0.9,0.9,-0.088
0.6,0.9,1.0,-0.126
0.6,1.0,0.1,-0.114
0.6,1.0,0.2,-0.121
0.6,1.0,0.3,-0.097
0.6,1.0,0.4,-0.214
0.6,1.0,0.5,-0.108
0.6,1.0,0.6,-0.153
0.6,1.0,0.7,-0.119
0.6,1.0,0.8,-0.14
0.6,1.0,0.9,-0.165
0.6,1.0,1.0,-0.184
0.7,0.1,0.1,-0.133
0.7,0.1,0.2,-0.098
0.7,0.1,0.3,-0.154
0.7,0.1,0.4,-0.109
0.7,0.1,0.5,-0.066
0.7,0.1,0.6,-0.11
0.7,0.1,0.7,-0.16
0.7,0.1,0.8,-0.132
0.7,0.1,0.9,-0.103
0.7,0.1,1.0,-0.158
0.7,0.2,0.1,-0.114
0.7,0.2,0.2,-0.19
0.7,0.2,0.3,-0.1
0.7,0.2,0.4,-0.081
0.7,0.2,0.5,-0.147
0.7,0.2,0.6,-0.144
0.7,0.2,0.7,-0.178
0.7,0.2,0.8,-0.149
0.7,0.2,0.9,-0.189
0.7,0.2,1.0,-0.168
0.7,0.3,0.1,-0.143
0.7,0.3,0.2,-0.038
0.7,0.3,0.3,-0.131
0.7,0.3,0.4,-0.169
0.7,0.3,0.5,-0.127
0.7,0.3,0.6,-0.106
0.7,0.3,0.7,-0.146
0.7,0.3,0.8,-0.173
0.7,0.3,0.9,-0.175
0.7,0.3,1.0,-0.165
0.7,0.4,0.1,-0.108
0.7,0.4,0.2,-0.123
0.7,0.4,0.3,-0.116
0.7,0.4,0.4,-0.195
0.7,0.4,0.5,-0.128
0.7,0.4,0.6,-0.145
0.7,0.4,0.7,-0.151
0.7,0.4,0.8,-0.134
0.7,0.4,0.9,-0.153
0.7,0.4,1.0,-0.229
0.7,0.5,0.1,-0.127
0.7,0.5,0.2,-0.146
0.7,0.5,0.3,-0.171
0.7,0.5,0.4,-0.123
0.7,0.5,0.5,-0.13
0.7,0.5,0.6,-0.127
0.7,0.5,0.7,-0.122
0.7,0.5,0.8,-0.133
0.7,0.5,0.9,-0.181
0.7,0.5,1.0,-0.15
0.7,0.6,0.1,-0.073
0.7,0.6,0.2,-0.098
0.7,0.6,0.3,-0.091
0.7,0.6,0.4,-0.179
0.7,0.6,0.5,-0.138
0.7,0.6,0.6,-0.163
0.7,0.6,0.7,-0.182
0.7,0.6,0.8,-0.159
0.7,0.6,0.9,-0.153
0.7,0.6,1.0,-0.131
0.7,0.7,0.1,-0.149
0.7,0.7,0.2,-0.092
0.7,0.7,0.3,-0.14
0.7,0.7,0.4,-0.154
0.7,0.7,0.5,-0.079
0.7,0.7,0.6,-0.134
0.7,0.7,0.7,-0.156
0.7,0.7,0.8,-0.157
0.7,0.7,0.9,-0.098
0.7,0.7,1.0,-0.156
0.7,0.8,0.1,-0.102
0.7,0.8,0.2,-0.074
0.7,0.8,0.3,-0.135
0.7,0.8,0.4,-0.152
0.7,0.8,0.5,-0.089
0.7,0.8,0.6,-0.128
0.7,0.8,0.7,-0.143
0.7,0.8,0.8,-0.131
0.7,0.8,0.9,-0.137
0.7,0.8,1.0,-0.11
0.7,0.9,0.1,-0.111
0.7,0.9,0.2,-0.057
0.7,0.9,0.3,-0.151
0.7,0.9,0.4,-0.13
0.7,0.9,0.5,-0.175
0.7,0.9,0.6,-0.121
0.7,0.9,0.7,-0.156
0.7,0.9,0.8,-0.125
0.7,0.9,0.9,-0.166
0.7,0.9,1.0,-0.153
0.7,1.0,0.1,-0.159
0.7,1.0,0.2,-0.101
0.7,1.0,0.3,-0.126
0.7,1.0,0.4,-0.172
0.7,1.0,0.5,-0.132
0.7,1.0,0.6,-0.122
0.7,1.0,0.7,-0.122
0.7,1.0,0.8,-0.146
0.7,1.0,0.9,-0.114
0.7,1.0,1.0,-0.131
0.8,0.1,0.1,-0.102
0.8,0.1,0.2,-0.146
0.8,0.1,0.3,-0.125
0.8,0.1,0.4,-0.102
0.8,0.1,0.5,-0.147
0.8,0.1,0.6,-0.097
0.8,0.1,0.7,-0.176
0.8,0.1,0.8,-0.139
0.8,0.1,0.9,-0.136
0.8,0.1,1.0,-0.11
0.8,0.2,0.1,-0.167
0.8,0.2,0.2,-0.133
0.8,0.2,0.3,-0.108
0.8,0.2,0.4,-0.071
0.8,0.2,0.5,-0.103
0.8,0.2,0.6,-0.05
0.8,0.2,0.7,-0.144
0.8,0.2,0.8,-0.163
0.8,0.2,0.9,-0.201
0.8,0.2,1.0,-0.108
0.8,0.3,0.1,-0.113
0.8,0.3,0.2,-0.133
0.8,0.3,0.3,-0.111
0.8,0.3,0.4,-0.105
0.8,0.3,0.5,-0.136
0.8,0.3,0.6,-0.122
0.8,0.3,0.7,-0.086
0.8,0.3,0.8,-0.116
0.8,0.3,0.9,-0.129
0.8,0.3,1.0,-0.164
0.8,0.4,0.1,-0.093
0.8,0.4,0.2,-0.179
0.8,0.4,0.3,-0.079
0.8,0.4,0.4,-0.117
0.8,0.4,0.5,-0.166
0.8,0.4,0.6,-0.163
0.8,0.4,0.7,-0.144
0.8,0.4,0.8,-0.119
0.8,0.4,0.9,-0.172
0.8,0.4,1.0,-0.155
0.8,0.5,0.1,-0.133
0.8,0.5,0.2,-0.122
0.8,0.5,0.3,-0.085
0.8,0.5,0.4,-0.154
0.8,0.5,0.5,-0.096
0.8,0.5,0.6,-0.124
0.8,0.5,0.7,-0.163
0.8,0.5,0.8,-0.201
0.8,0.5,0.9,-0.088
0.8,0.5,1.0,-0.181
0.8,0.6,0.1,-0.138
0.8,0.6,0.2,-0.131
0.8,0.6,0.3,-0.145
0.8,0.6,0.4,-0.176
0.8,0.6,0.5,-0.139
0.8,0.6,0.6,-0.144
0.8,0.6,0.7,-0.1
0.8,0.6,0.8,-0.145
0.8,0.6,0.9,-0.106
0.8,0.6,1.0,-0.137
0.8,0.7,0.1,-0.093
0.8,0.7,0.2,-0.151
0.8,0.7,0.3,-0.107
0.8,0.7,0.4,-0.201
0.8,0.7,0.5,-0.12
0.8,0.7,0.6,-0.147
0.8,0.7,0.7,-0.099
0.8,0.7,0.8,-0.146
0.8,0.7,0.9,-0.149
0.8,0.7,1.0,-0.132
0.8,0.8,0.1,-0.15
0.8,0.8,0.2,-0.141
0.8,0.8,0.3,-0.162
0.8,0.8,0.4,-0.158
0.8,0.8,0.5,-0.088
0.8,0.8,0.6,-0.132
0.8,0.8,0.7,-0.147
0.8,0.8,0.8,-0.109
0.8,0.8,0.9,-0.154
0.8,0.8,1.0,-0.156
0.8,0.9,0.1,-0.139
0.8,0.9,0.2,-0.077
0.8,0.9,0.3,-0.15
0.8,0.9,0.4,-0.124
0.8,0.9,0.5,-0.13
0.8,0.9,0.6,-0.132
0.8,0.9,0.7,-0.158
0.8,0.9,0.8,-0.115
0.8,0.9,0.9,-0.182
0.8,0.9,1.0,-0.154
0.8,1.0,0.1,-0.156
0.8,1.0,0.2,-0.125
0.8,1.0,0.3,-0.146
0.8,1.0,0.4,-0.135
0.8,1.0,0.5,-0.159
0.8,1.0,0.6,-0.095
0.8,1.0,0.7,-0.168
0.8,1.0,0.8,-0.118
0.8,1.0,0.9,-0.176
0.8,1.0,1.0,-0.138
0.9,0.1,0.1,-0.098
0.9,0.1,0.2,-0.156
0.9,0.1,0.3,-0.144
0.9,0.1,0.4,-0.083
0.9,0.1,0.5,-0.111
0.9,0.1,0.6,-0.145
0.9,0.1,0.7,-0.113
0.9,0.1,0.8,-0.101
0.9,0.1,0.9,-0.181
0.9,0.1,1.0,-0.17
0.9,0.2,0.1,-0.144
0.9,0.2,0.2,-0.104
0.9,0.2,0.3,-0.132
0.9,0.2,0.4,-0.139
0.9,0.2,0.5,-0.138
0.9,0.2,0.6,-0.123
0.9,0.2,0.7,-0.094
0.9,0.2,0.8,-0.213
0.9,0.2,0.9,-0.12
0.9,0.2,1.0,-0.139
0.9,0.3,0.1,-0.059
0.9,0.3,0.2,-0.106
0.9,0.3,0.3,-0.162
0.9,0.3,0.4,-0.152
0.9,0.3,0.5,-0.143
0.9,0.3,0.6,-0.103
0.9,0.3,0.7,-0.084
0.9,0.3,0.8,-0.117
0.9,0.3,0.9,-0.149
0.9,0.3,1.0,-0.162
0.9,0.4,0.1,-0.129
0.9,0.4,0.2,-0.128
0.9,0.4,0.3,-0.143
0.9,0.4,0.4,-0.103
0.9,0.4,0.5,-0.178
0.9,0.4,0.6,-0.105
0.9,0.4,0.7,-0.13
0.9,0.4,0.8,-0.103
0.9,0.4,0.9,-0.112
0.9,0.4,1.0,-0.169
0.9,0.5,0.1,-0.178
0.9,0.5,0.2,-0.134
0.9,0.5,0.3,-0.1
0.9,0.5,0.4,-0.109
0.9,0.5,0.5,-0.166
0.9,0.5,0.6,-0.149
0.9,0.5,0.7,-0.127
0.9,0.5,0.8,-0.104
0.9,0.5,0.9,-0.124
0.9,0.5,1.0,-0.146
0.9,0.6,0.1,-0.138
0.9,0.6,0.2,-0.068
0.9,0.6,0.3,-0.149
0.9,0.6,0.4,-0.1
0.9,0.6,0.5,-0.16
0.9,0.6,0.6,-0.165
0.9,0.6,0.7,-0.067
0.9,0.6,0.8,-0.12
0.9,0.6,0.9,-0.148
0.9,0.6,1.0,-0.206
0.9,0.7,0.1,-0.114
0.9,0.7,0.2,-0.111
0.9,0.7,0.3,-0.146
0.9,0.7,0.4,-0.145
0.9,0.7,0.5,-0.114
0.9,0.7,0.6,-0.127
0.9,0.7,0.7,-0.145
0.9,0.7,0.8,-0.169
0.9,0.7,0.9,-0.165
0.9,0.7,1.0,-0.132
0.9,0.8,0.1,-0.156
0.9,0.8,0.2,-0.113
0.9,0.8,0.3,-0.086
0.9,0.8,0.4,-0.167
0.9,0.8,0.5,-0.167
0.9,0.8,0.6,-0.072
0.9,0.8,0.7,-0.119
0.9,0.8,0.8,-0.113
0.9,0.8,0.9,-0.095
0.9,0.8,1.0,-0.163
0.9,0.9,0.1,-0.099
0.9,0.9,0.2,-0.05
0.9,0.9,0.3,-0.11
0.9,0.9,0.4,-0.119
0.9,0.9,0.5,-0.109
0.9,0.9,0.6,-0.129
0.9,0.9,0.7,-0.119
0.9,0.9,0.8,-0.11
0.9,0.9,0.9,-0.151
0.9,0.9,1.0,-0.148
0.9,1.0,0.1,-0.11
0.9,1.0,0.2,-0.157
0.9,1.0,0.3,-0.116
0.9,1.0,0.4,-0.103
0.9,1.0,0.5,-0.108
0.9,1.0,0.6,-0.159
0.9,1.0,0.7,-0.181
0.9,1.0,0.8,-0.156
0.9,1.0,0.9,-0.192
0.9,1.0,1.0,-0.139
1.0,0.1,0.1,-0.077
1.0,0.1,0.2,-0.176
1.0,0.1,0.3,-0.107
1.0,0.1,0.4,-0.126
1.0,0.1,0.5,-0.151
1.0,0.1,0.6,-0.144
1.0,0.1,0.7,-0.132
1.0,0.1,0.8,-0.098
1.0,0.1,0.9,-0.18
1.0,0.1,1.0,-0.18
1.0,0.2,0.1,-0.115
1.0,0.2,0.2,-0.15
1.0,0.2,0.3,-0.126
1.0,0.2,0.4,-0.151
1.0,0.2,0.5,-0.13
1.0,0.2,0.6,-0.16
1.0,0.2,0.7,-0.151
1.0,0.2,0.8,-0.145
1.0,0.2,0.9,-0.089
1.0,0.2,1.0,-0.147
1.0,0.3,0.1,-0.093
1.0,0.3,0.2,-0.08
1.0,0.3,0.3,-0.138
1.0,0.3,0.4,-0.128
1.0,0.3,0.5,-0.15
1.0,0.3,0.6,-0.123
1.0,0.3,0.7,-0.179
1.0,0.3,0.8,-0.141
1.0,0.3,0.9,-0.189
1.0,0.3,1.0,-0.123
1.0,0.4,0.1,-0.139
1.0,0.4,0.2,-0.066
1.0,0.4,0.3,-0.123
1.0,0.4,0.4,-0.079
1.0,0.4,0.5,-0.1
1.0,0.4,0.6,-0.11
1.0,0.4,0.7,-0.123
1.0,0.4,0.8,-0.187
1.0,0.4,0.9,-0.148
1.0,0.4,1.0,-0.146
1.0,0.5,0.1,-0.141
1.0,0.5,0.2,-0.058
1.0,0.5,0.3,-0.174
1.0,0.5,0.4,-0.15
1.0,0.5,0.5,-0.101
1.0,0.5,0.6,-0.128
1.0,0.5,0.7,-0.18
1.0,0.5,0.8,-0.104
1.0,0.5,0.9,-0.135
1.0,0.5,1.0,-0.134
1.0,0.6,0.1,-0.152
1.0,0.6,0.2,-0.124
1.0,0.6,0.3,-0.112
1.0,0.6,0.4,-0.12
1.0,0.6,0.5,-0.171
1.0,0.6,0.6,-0.168
1.0,0.6,0.7,-0.107
1.0,0.6,0.8,-0.152
1.0,0.6,0.9,-0.142
1.0,0.6,1.0,-0.16
1.0,0.7,0.1,-0.111
1.0,0.7,0.2,-0.075
1.0,0.7,0.3,-0.146
1.0,0.7,0.4,-0.136
1.0,0.7,0.5,-0.111
1.0,0.7,0.6,-0.123
1.0,0.7,0.7,-0.119
1.0,0.7,0.8,-0.19
1.0,0.7,0.9,-0.124
1.0,0.7,1.0,-0.147
1.0,0.8,0.1,-0.129
1.0,0.8,0.2,-0.083
1.0,0.8,0.3,-0.099
1.0,0.8,0.4,-0.153
1.0,0.8,0.5,-0.145
1.0,0.8,0.6,-0.145
1.0,0.8,0.7,-0.142
1.0,0.8,0.8,-0.154
1.0,0.8,0.9,-0.117
1.0,0.8,1.0,-0.121
1.0,0.9,0.1,-0.117
1.0,0.9,0.2,-0.095
1.0,0.9,0.3,-0.073
1.0,0.9,0.4,-0.09
1.0,0.9,0.5,-0.073
1.0,0.9,0.6,-0.113
1.0,0.9,0.7,-0.107
1.0,0.9,0.8,-0.151
1.0,0.9,0.9,-0.189
1.0,0.9,1.0,-0.171
1.0,1.0,0.1,-0.135
1.0,1.0,0.2,-0.146
1.0,1.0,0.3,-0.104
1.0,1.0,0.4,-0.123
1.0,1.0,0.5,-0.154
1.0,1.0,0.6,-0.161
1.0,1.0,0.7,-0.107
1.0,1.0,0.8,-0.129
1.0,1.0,0.9,-0.141
1.0,1.0,1.0,-0.165
Alpha,Gamma,Epsilon,Average Reward
0.1,0.1,0.1,-0.1216
0.1,0.1,0.2,-0.1164
0.1,0.1,0.3,-0.1191
0.1,0.1,0.4,-0.1245
0.1,0.1,0.5,-0.1162
0.1,0.1,0.6,-0.119
0.1,0.1,0.7,-0.1281
0.1,0.1,0.8,-0.098
0.1,0.1,0.9,-0.1342
0.1,0.1,1.0,-0.12
0.1,0.2,0.1,-0.118
0.1,0.2,0.2,-0.1151
0.1,0.2,0.3,-0.1346
0.1,0.2,0.4,-0.0997
0.1,0.2,0.5,-0.1163
0.1,0.2,0.6,-0.1281
0.1,0.2,0.7,-0.1155
0.1,0.2,0.8,-0.1223
0.1,0.2,0.9,-0.1202
0.1,0.2,1.0,-0.1171
0.1,0.3,0.1,-0.1089
0.1,0.3,0.2,-0.0988
0.1,0.3,0.3,-0.1123
0.1,0.3,0.4,-0.1156
0.1,0.3,0.5,-0.1358
0.1,0.3,0.6,-0.1223
0.1,0.3,0.7,-0.1319
0.1,0.3,0.8,-0.1245
0.1,0.3,0.9,-0.1273
0.1,0.3,1.0,-0.1296
0.1,0.4,0.1,-0.1383
0.1,0.4,0.2,-0.1202
0.1,0.4,0.3,-0.1202
0.1,0.4,0.4,-0.1239
0.1,0.4,0.5,-0.1364
0.1,0.4,0.6,-0.122
0.1,0.4,0.7,-0.1411
0.1,0.4,0.8,-0.1287
0.1,0.4,0.9,-0.1201
0.1,0.4,1.0,-0.1277
0.1,0.5,0.1,-0.1127
0.1,0.5,0.2,-0.1371
0.1,0.5,0.3,-0.1268
0.1,0.5,0.4,-0.1172
0.1,0.5,0.5,-0.1226
0.1,0.5,0.6,-0.1313
0.1,0.5,0.7,-0.1152
0.1,0.5,0.8,-0.1375
0.1,0.5,0.9,-0.1282
0.1,0.5,1.0,-0.1285
0.1,0.6,0.1,-0.1139
0.1,0.6,0.2,-0.1246
0.1,0.6,0.3,-0.1185
0.1,0.6,0.4,-0.1248
0.1,0.6,0.5,-0.1181
0.1,0.6,0.6,-0.129
0.1,0.6,0.7,-0.1204
0.1,0.6,0.8,-0.1443
0.1,0.6,0.9,-0.1066
0.1,0.6,1.0,-0.1192
0.1,0.7,0.1,-0.1483
0.1,0.7,0.2,-0.1071
0.1,0.7,0.3,-0.1018
0.1,0.7,0.4,-0.1072
0.1,0.7,0.5,-0.1185
0.1,0.7,0.6,-0.111
0.1,0.7,0.7,-0.128
0.1,0.7,0.8,-0.116
0.1,0.7,0.9,-0.1152
0.1,0.7,1.0,-0.1153
0.1,0.8,0.1,-0.0944
0.1,0.8,0.2,-0.1161
0.1,0.8,0.3,-0.1034
0.1,0.8,0.4,-0.1318
0.1,0.8,0.5,-0.1295
0.1,0.8,0.6,-0.1249
0.1,0.8,0.7,-0.1187
0.1,0.8,0.8,-0.1338
0.1,0.8,0.9,-0.118
0.1,0.8,1.0,-0.1367
0.1,0.9,0.1,-0.1063
0.1,0.9,0.2,-0.1054
0.1,0.9,0.3,-0.1185
0.1,0.9,0.4,-0.1174
0.1,0.9,0.5,-0.1167
0.1,0.9,0.6,-0.1196
0.1,0.9,0.7,-0.1335
0.1,0.9,0.8,-0.1168
0.1,0.9,0.9,-0.1375
0.1,0.9,1.0,-0.1111
